frame.number,frame.time_relative,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len
4145,7.959962000,192.168.3.99,192.168.3.20,4004,53300,1380
4146,7.960682000,192.168.3.99,192.168.3.20,4004,53300,1380
4147,7.961438000,192.168.3.99,192.168.3.20,4004,53300,1380
4148,7.965064000,192.168.3.99,192.168.3.20,4004,53300,1380
4149,7.967182000,192.168.2.20,192.168.2.99,4004,53300,1380
4150,7.967392000,192.168.2.20,192.168.2.99,4004,53300,1380
4151,7.967539000,192.168.2.20,192.168.2.99,4004,53300,1380
4152,7.967634000,192.168.2.20,192.168.2.99,4004,53300,1380
4153,7.967708000,192.168.2.20,192.168.2.99,4004,53300,1380
4154,7.967795000,192.168.2.20,192.168.2.99,4004,53300,1380
4155,7.967876000,192.168.2.20,192.168.2.99,4004,53300,1380
4156,7.967961000,192.168.2.20,192.168.2.99,4004,53300,1380
4157,7.968067000,192.168.2.20,192.168.2.99,4004,53300,1380
4158,7.968163000,192.168.2.20,192.168.2.99,4004,53300,1380
4159,7.968244000,192.168.2.20,192.168.2.99,4004,53300,1380
4160,7.968324000,192.168.2.20,192.168.2.99,4004,53300,1380
4161,7.968416000,192.168.2.20,192.168.2.99,4004,53300,1380
4162,7.968504000,192.168.2.20,192.168.2.99,4004,53300,1380
4163,7.968593000,192.168.2.20,192.168.2.99,4004,53300,816
4164,7.969798000,192.168.2.99,192.168.2.20,53300,4004,68
4165,7.969954000,192.168.2.20,192.168.2.99,4004,53300,1380
4166,7.973211000,192.168.2.99,192.168.2.20,53300,4004,92
4167,7.973413000,192.168.2.20,192.168.2.99,4004,53300,68
4168,7.985853000,192.168.2.99,192.168.2.20,53300,4004,68
4169,7.986091000,192.168.2.20,192.168.2.99,4004,53300,1380
4170,7.986914000,192.168.2.99,192.168.2.20,53300,4004,68
4171,7.987046000,192.168.2.20,192.168.2.99,4004,53300,1380
4172,7.988637000,192.168.3.20,192.168.3.99,53300,4004,92
4173,7.989074000,192.168.3.99,192.168.3.20,4004,53300,1380
4174,7.990287000,192.168.3.99,192.168.3.20,4004,53300,1380
4175,7.990655000,192.168.3.99,192.168.3.20,4004,53300,252
4176,7.991818000,192.168.3.99,192.168.3.20,4004,53300,1380
4177,7.992883000,192.168.3.99,192.168.3.20,4004,53300,1380
4178,7.994253000,192.168.3.99,192.168.3.20,4004,53300,1380
4179,7.994352000,192.168.3.20,192.168.3.99,53300,4004,68
4180,7.995212000,192.168.3.99,192.168.3.20,4004,53300,1380
4181,7.999258000,192.168.3.99,192.168.3.20,4004,53300,1380
4182,7.999357000,192.168.3.20,192.168.3.99,53300,4004,72
4183,7.999409000,192.168.3.20,192.168.3.99,53300,4004,92
4184,8.000452000,192.168.3.99,192.168.3.20,4004,53300,1380
4185,8.000779000,192.168.3.99,192.168.3.20,4004,53300,1380
4186,8.001383000,192.168.3.99,192.168.3.20,4004,53300,1380
4187,8.001972000,192.168.3.99,192.168.3.20,4004,53300,1380
4188,8.002584000,192.168.3.99,192.168.3.20,4004,53300,1380
4189,8.003176000,192.168.3.99,192.168.3.20,4004,53300,1380
4190,8.003770000,192.168.3.99,192.168.3.20,4004,53300,1380
4191,8.004371000,192.168.3.99,192.168.3.20,4004,53300,1380
4192,8.004964000,192.168.3.99,192.168.3.20,4004,53300,1380
4193,8.006204000,192.168.3.99,192.168.3.20,4004,53300,1380
4194,8.006362000,192.168.3.20,192.168.3.99,53300,4004,68
4195,8.006824000,192.168.3.99,192.168.3.20,4004,53300,1380
4196,8.007329000,192.168.3.99,192.168.3.20,4004,53300,1192
4197,8.007792000,192.168.2.20,192.168.2.99,4004,53300,1380
4198,8.007907000,192.168.2.20,192.168.2.99,4004,53300,1380
4199,8.008012000,192.168.2.20,192.168.2.99,4004,53300,1380
4200,8.008101000,192.168.2.20,192.168.2.99,4004,53300,1380
4201,8.008191000,192.168.2.20,192.168.2.99,4004,53300,1380
4202,8.008220000,192.168.3.99,192.168.3.20,4004,53300,1380
4203,8.008308000,192.168.2.20,192.168.2.99,4004,53300,1380
4204,8.008407000,192.168.2.20,192.168.2.99,4004,53300,1380
4205,8.008510000,192.168.2.20,192.168.2.99,4004,53300,1380
4206,8.008613000,192.168.2.20,192.168.2.99,4004,53300,1380
4207,8.008685000,192.168.2.20,192.168.2.99,4004,53300,1380
4208,8.008748000,192.168.2.20,192.168.2.99,4004,53300,1380
4209,8.008810000,192.168.2.20,192.168.2.99,4004,53300,1380
4210,8.008881000,192.168.2.20,192.168.2.99,4004,53300,1380
4211,8.008944000,192.168.2.20,192.168.2.99,4004,53300,1380
4212,8.009005000,192.168.2.20,192.168.2.99,4004,53300,1380
4213,8.009076000,192.168.2.20,192.168.2.99,4004,53300,1380
4214,8.009145000,192.168.2.20,192.168.2.99,4004,53300,1380
4215,8.009206000,192.168.2.20,192.168.2.99,4004,53300,1380
4216,8.009269000,192.168.2.20,192.168.2.99,4004,53300,1380
4217,8.009339000,192.168.2.20,192.168.2.99,4004,53300,1380
4218,8.009401000,192.168.2.20,192.168.2.99,4004,53300,1380
4219,8.009467000,192.168.2.20,192.168.2.99,4004,53300,1380
4220,8.009527000,192.168.2.20,192.168.2.99,4004,53300,440
4221,8.012218000,192.168.2.99,192.168.2.20,53300,4004,92
4222,8.012432000,192.168.2.20,192.168.2.99,4004,53300,68
4223,8.026014000,192.168.3.99,192.168.3.20,4004,53300,1380
4224,8.026730000,192.168.3.99,192.168.3.20,4004,53300,1380
4225,8.028111000,192.168.3.99,192.168.3.20,4004,53300,1380
4226,8.028762000,192.168.3.99,192.168.3.20,4004,53300,1380
4227,8.029979000,192.168.3.99,192.168.3.20,4004,53300,1380
4228,8.030226000,192.168.3.20,192.168.3.99,53300,4004,68
4229,8.030816000,192.168.3.99,192.168.3.20,4004,53300,1380
4230,8.031097000,192.168.3.99,192.168.3.20,4004,53300,1380
4231,8.032114000,192.168.3.99,192.168.3.20,4004,53300,1380
4232,8.032720000,192.168.3.99,192.168.3.20,4004,53300,1380
4233,8.033317000,192.168.3.99,192.168.3.20,4004,53300,1380
4234,8.033894000,192.168.3.99,192.168.3.20,4004,53300,1380
4235,8.034356000,192.168.3.99,192.168.3.20,4004,53300,1004
4236,8.034610000,192.168.3.99,192.168.3.20,4004,53300,68
4237,8.039605000,192.168.3.99,192.168.3.20,4004,53300,1380
4238,8.048678000,192.168.2.20,192.168.2.99,4004,53300,1380
4239,8.048871000,192.168.2.20,192.168.2.99,4004,53300,1380
4240,8.048977000,192.168.2.20,192.168.2.99,4004,53300,252
4241,8.049055000,192.168.2.20,192.168.2.99,4004,53300,1380
4242,8.049161000,192.168.2.20,192.168.2.99,4004,53300,1380
4243,8.049268000,192.168.2.20,192.168.2.99,4004,53300,1380
4244,8.049366000,192.168.2.20,192.168.2.99,4004,53300,1380
4245,8.049474000,192.168.2.20,192.168.2.99,4004,53300,1380
4246,8.049600000,192.168.2.20,192.168.2.99,4004,53300,1380
4247,8.049691000,192.168.2.20,192.168.2.99,4004,53300,1380
4248,8.049750000,192.168.2.20,192.168.2.99,4004,53300,1380
4249,8.049827000,192.168.2.20,192.168.2.99,4004,53300,1380
4250,8.049848000,192.168.2.99,192.168.2.20,53300,4004,92
4251,8.049899000,192.168.2.20,192.168.2.99,4004,53300,1380
4252,8.049969000,192.168.2.20,192.168.2.99,4004,53300,1380
4253,8.050034000,192.168.2.20,192.168.2.99,4004,53300,68
4254,8.050077000,192.168.2.20,192.168.2.99,4004,53300,1380
4255,8.050148000,192.168.2.20,192.168.2.99,4004,53300,252
4256,8.050826000,192.168.2.99,192.168.2.20,53300,4004,76
4257,8.068078000,192.168.3.99,192.168.3.20,4004,53300,1380
4258,8.068882000,192.168.3.99,192.168.3.20,4004,53300,1380
4259,8.069516000,192.168.3.99,192.168.3.20,4004,53300,1380
4260,8.070592000,192.168.3.99,192.168.3.20,4004,53300,1380
4261,8.071207000,192.168.3.99,192.168.3.20,4004,53300,1380
4262,8.071795000,192.168.3.99,192.168.3.20,4004,53300,1380
4263,8.072476000,192.168.3.99,192.168.3.20,4004,53300,1380
4264,8.073192000,192.168.3.99,192.168.3.20,4004,53300,1380
4265,8.074458000,192.168.3.99,192.168.3.20,4004,53300,1380
4266,8.075137000,192.168.3.99,192.168.3.20,4004,53300,1380
4267,8.075809000,192.168.3.99,192.168.3.20,4004,53300,1380
4268,8.076432000,192.168.3.99,192.168.3.20,4004,53300,1380
4269,8.076988000,192.168.3.99,192.168.3.20,4004,53300,1380
4270,8.077694000,192.168.3.99,192.168.3.20,4004,53300,1380
4271,8.078179000,192.168.3.99,192.168.3.20,4004,53300,816
4272,8.078919000,192.168.3.99,192.168.3.20,4004,53300,1380
4273,8.079103000,192.168.3.99,192.168.3.20,4004,53300,68
4274,8.086857000,192.168.3.99,192.168.3.20,4004,53300,1380
4275,8.087502000,192.168.2.20,192.168.2.99,4004,53300,1380
4276,8.087697000,192.168.2.20,192.168.2.99,4004,53300,1380
4277,8.087797000,192.168.2.20,192.168.2.99,4004,53300,1380
4278,8.087893000,192.168.2.20,192.168.2.99,4004,53300,1380
4279,8.087978000,192.168.2.20,192.168.2.99,4004,53300,1380
4280,8.088058000,192.168.2.20,192.168.2.99,4004,53300,1380
4281,8.088154000,192.168.2.20,192.168.2.99,4004,53300,1380
4282,8.088242000,192.168.2.20,192.168.2.99,4004,53300,1380
4283,8.088326000,192.168.2.20,192.168.2.99,4004,53300,1380
4284,8.088404000,192.168.2.20,192.168.2.99,4004,53300,1380
4285,8.088495000,192.168.2.20,192.168.2.99,4004,53300,1380
4286,8.088590000,192.168.2.20,192.168.2.99,4004,53300,1380
4287,8.088683000,192.168.2.20,192.168.2.99,4004,53300,1380
4288,8.088771000,192.168.2.20,192.168.2.99,4004,53300,1380
4289,8.088863000,192.168.2.20,192.168.2.99,4004,53300,1380
4290,8.088921000,192.168.3.99,192.168.3.20,4004,53300,1380
4291,8.088958000,192.168.2.20,192.168.2.99,4004,53300,1380
4292,8.089050000,192.168.2.20,192.168.2.99,4004,53300,1380
4293,8.089148000,192.168.2.20,192.168.2.99,4004,53300,1380
4294,8.089232000,192.168.2.20,192.168.2.99,4004,53300,1380
4295,8.089319000,192.168.2.20,192.168.2.99,4004,53300,1380
4296,8.090043000,192.168.2.99,192.168.2.20,53300,4004,92
4297,8.090244000,192.168.2.20,192.168.2.99,4004,53300,68
4298,8.095603000,192.168.2.99,192.168.2.20,53300,4004,68
4299,8.095875000,192.168.2.20,192.168.2.99,4004,53300,1380
4300,8.100346000,192.168.2.99,192.168.2.20,53300,4004,72
4301,8.100632000,192.168.2.20,192.168.2.99,4004,53300,1380
4302,8.100794000,192.168.2.20,192.168.2.99,4004,53300,1380
4303,8.102074000,192.168.2.99,192.168.2.20,53300,4004,92
4304,8.102264000,192.168.2.20,192.168.2.99,4004,53300,68
4305,8.107736000,192.168.2.99,192.168.2.20,53300,4004,68
4306,8.108013000,192.168.2.20,192.168.2.99,4004,53300,1380
4307,8.109179000,192.168.3.99,192.168.3.20,4004,53300,1380
4308,8.110687000,192.168.3.99,192.168.3.20,4004,53300,1380
4309,8.110924000,192.168.3.20,192.168.3.99,53300,4004,68
4310,8.111237000,192.168.3.99,192.168.3.20,4004,53300,1380
4311,8.112258000,192.168.3.99,192.168.3.20,4004,53300,1380
4312,8.112485000,192.168.3.20,192.168.3.99,53300,4004,72
4313,8.113970000,192.168.3.99,192.168.3.20,4004,53300,1380
4314,8.114160000,192.168.3.99,192.168.3.20,4004,53300,1380
4315,8.114960000,192.168.3.99,192.168.3.20,4004,53300,1380
4316,8.116003000,192.168.3.99,192.168.3.20,4004,53300,1380
4317,8.116197000,192.168.3.99,192.168.3.20,4004,53300,1380
4318,8.116643000,192.168.3.99,192.168.3.20,4004,53300,1380
4319,8.117651000,192.168.3.99,192.168.3.20,4004,53300,1380
4320,8.117819000,192.168.3.99,192.168.3.20,4004,53300,1380
4321,8.118799000,192.168.3.99,192.168.3.20,4004,53300,1380
4322,8.120073000,192.168.3.99,192.168.3.20,4004,53300,1380
4323,8.120370000,192.168.3.99,192.168.3.20,4004,53300,1380
4324,8.120546000,192.168.3.99,192.168.3.20,4004,53300,1380
4325,8.121159000,192.168.3.20,192.168.3.99,53300,4004,92
4326,8.121490000,192.168.3.99,192.168.3.20,4004,53300,1380
4327,8.123405000,192.168.3.99,192.168.3.20,4004,53300,1380
4328,8.123724000,192.168.3.99,192.168.3.20,4004,53300,1380
4329,8.123871000,192.168.3.99,192.168.3.20,4004,53300,1380
4330,8.123991000,192.168.3.99,192.168.3.20,4004,53300,1380
4331,8.124542000,192.168.3.99,192.168.3.20,4004,53300,440
4332,8.125761000,192.168.3.99,192.168.3.20,4004,53300,68
4333,8.128026000,192.168.2.20,192.168.2.99,4004,53300,1380
4334,8.128250000,192.168.2.20,192.168.2.99,4004,53300,1380
4335,8.128346000,192.168.2.20,192.168.2.99,4004,53300,1380
4336,8.128438000,192.168.2.20,192.168.2.99,4004,53300,1380
4337,8.128536000,192.168.2.20,192.168.2.99,4004,53300,1380
4338,8.128646000,192.168.2.20,192.168.2.99,4004,53300,1380
4339,8.128730000,192.168.2.20,192.168.2.99,4004,53300,1380
4340,8.128820000,192.168.2.20,192.168.2.99,4004,53300,1380
4341,8.128917000,192.168.2.20,192.168.2.99,4004,53300,1380
4342,8.129011000,192.168.2.20,192.168.2.99,4004,53300,1380
4343,8.129100000,192.168.2.20,192.168.2.99,4004,53300,1380
4344,8.129207000,192.168.2.20,192.168.2.99,4004,53300,1380
4345,8.129300000,192.168.2.20,192.168.2.99,4004,53300,1380
4346,8.129390000,192.168.2.20,192.168.2.99,4004,53300,1380
4347,8.129494000,192.168.2.20,192.168.2.99,4004,53300,1380
4348,8.129608000,192.168.2.20,192.168.2.99,4004,53300,1380
4349,8.129706000,192.168.2.20,192.168.2.99,4004,53300,1380
4350,8.129801000,192.168.2.20,192.168.2.99,4004,53300,1380
4351,8.129898000,192.168.2.20,192.168.2.99,4004,53300,1380
4352,8.129990000,192.168.2.20,192.168.2.99,4004,53300,1380
4353,8.130085000,192.168.2.20,192.168.2.99,4004,53300,1380
4354,8.130187000,192.168.2.20,192.168.2.99,4004,53300,1380
4355,8.130294000,192.168.2.20,192.168.2.99,4004,53300,1380
4356,8.130400000,192.168.2.20,192.168.2.99,4004,53300,1380
4357,8.130500000,192.168.2.20,192.168.2.99,4004,53300,1380
4358,8.130631000,192.168.2.20,192.168.2.99,4004,53300,1380
4359,8.130735000,192.168.2.20,192.168.2.99,4004,53300,1380
4360,8.130827000,192.168.2.20,192.168.2.99,4004,53300,1380
4361,8.130919000,192.168.2.20,192.168.2.99,4004,53300,1380
4362,8.131034000,192.168.2.20,192.168.2.99,4004,53300,1380
4363,8.131130000,192.168.2.20,192.168.2.99,4004,53300,1380
4364,8.131224000,192.168.2.20,192.168.2.99,4004,53300,1380
4365,8.131322000,192.168.2.20,192.168.2.99,4004,53300,1380
4366,8.131438000,192.168.2.20,192.168.2.99,4004,53300,1380
4367,8.131527000,192.168.2.20,192.168.2.99,4004,53300,1380
4368,8.131639000,192.168.2.20,192.168.2.99,4004,53300,1380
4369,8.131747000,192.168.2.20,192.168.2.99,4004,53300,1380
4370,8.131839000,192.168.2.20,192.168.2.99,4004,53300,1380
4371,8.131930000,192.168.2.20,192.168.2.99,4004,53300,1380
4372,8.132024000,192.168.2.20,192.168.2.99,4004,53300,1380
4373,8.132119000,192.168.2.20,192.168.2.99,4004,53300,1380
4374,8.132210000,192.168.2.20,192.168.2.99,4004,53300,1380
4375,8.132299000,192.168.2.20,192.168.2.99,4004,53300,1380
4376,8.132400000,192.168.2.20,192.168.2.99,4004,53300,1380
4377,8.132487000,192.168.2.20,192.168.2.99,4004,53300,1380
4378,8.132592000,192.168.2.20,192.168.2.99,4004,53300,1380
4379,8.132698000,192.168.2.20,192.168.2.99,4004,53300,1380
4380,8.132802000,192.168.2.20,192.168.2.99,4004,53300,1380
4381,8.132899000,192.168.2.20,192.168.2.99,4004,53300,1380
4382,8.132997000,192.168.2.20,192.168.2.99,4004,53300,1380
4383,8.133109000,192.168.2.20,192.168.2.99,4004,53300,1380
4384,8.133199000,192.168.2.20,192.168.2.99,4004,53300,1380
4385,8.133289000,192.168.2.20,192.168.2.99,4004,53300,1380
4386,8.133378000,192.168.2.20,192.168.2.99,4004,53300,1380
4387,8.133478000,192.168.2.20,192.168.2.99,4004,53300,1380
4388,8.133567000,192.168.2.20,192.168.2.99,4004,53300,1380
4389,8.133682000,192.168.2.20,192.168.2.99,4004,53300,1380
4390,8.133785000,192.168.2.20,192.168.2.99,4004,53300,1380
4391,8.133891000,192.168.2.20,192.168.2.99,4004,53300,1380
4392,8.133977000,192.168.2.20,192.168.2.99,4004,53300,1380
4393,8.134068000,192.168.2.20,192.168.2.99,4004,53300,1380
4394,8.134136000,192.168.2.20,192.168.2.99,4004,53300,1380
4395,8.134196000,192.168.2.20,192.168.2.99,4004,53300,1380
4396,8.134270000,192.168.2.20,192.168.2.99,4004,53300,1380
4397,8.134330000,192.168.2.20,192.168.2.99,4004,53300,440
4398,8.149382000,192.168.3.99,192.168.3.20,4004,53300,1380
4399,8.151732000,192.168.3.99,192.168.3.20,4004,53300,1380
4400,8.152054000,192.168.3.99,192.168.3.20,4004,53300,252
4401,8.152935000,192.168.3.99,192.168.3.20,4004,53300,1380
4402,8.153722000,192.168.3.99,192.168.3.20,4004,53300,1380
4403,8.154045000,192.168.3.99,192.168.3.20,4004,53300,1380
4404,8.154980000,192.168.3.99,192.168.3.20,4004,53300,1380
4405,8.155484000,192.168.3.99,192.168.3.20,4004,53300,1380
4406,8.156095000,192.168.3.99,192.168.3.20,4004,53300,1380
4407,8.156933000,192.168.3.99,192.168.3.20,4004,53300,1380
4408,8.157246000,192.168.3.99,192.168.3.20,4004,53300,1380
4409,8.158175000,192.168.3.99,192.168.3.20,4004,53300,1380
4410,8.158369000,192.168.3.20,192.168.3.99,53300,4004,92
4411,8.158759000,192.168.3.99,192.168.3.20,4004,53300,1380
4412,8.159331000,192.168.3.99,192.168.3.20,4004,53300,1380
4413,8.159434000,192.168.3.99,192.168.3.20,4004,53300,68
4414,8.160494000,192.168.3.99,192.168.3.20,4004,53300,1380
4415,8.160888000,192.168.3.99,192.168.3.20,4004,53300,252
4416,8.168668000,192.168.2.20,192.168.2.99,4004,53300,1380
4417,8.168884000,192.168.2.20,192.168.2.99,4004,53300,1380
4418,8.168985000,192.168.2.20,192.168.2.99,4004,53300,1380
4419,8.169081000,192.168.2.20,192.168.2.99,4004,53300,1380
4420,8.169192000,192.168.2.20,192.168.2.99,4004,53300,1380
4421,8.169293000,192.168.2.20,192.168.2.99,4004,53300,1380
4422,8.169387000,192.168.2.20,192.168.2.99,4004,53300,1380
4423,8.169506000,192.168.2.20,192.168.2.99,4004,53300,1380
4424,8.169619000,192.168.2.20,192.168.2.99,4004,53300,1380
4425,8.169716000,192.168.2.20,192.168.2.99,4004,53300,1380
4426,8.169807000,192.168.2.20,192.168.2.99,4004,53300,1380
4427,8.169916000,192.168.2.20,192.168.2.99,4004,53300,1380
4428,8.170018000,192.168.2.20,192.168.2.99,4004,53300,1380
4429,8.170120000,192.168.2.20,192.168.2.99,4004,53300,1380
4430,8.170220000,192.168.2.20,192.168.2.99,4004,53300,1380
4431,8.170318000,192.168.2.20,192.168.2.99,4004,53300,1380
4432,8.170416000,192.168.2.20,192.168.2.99,4004,53300,1380
4433,8.170512000,192.168.2.20,192.168.2.99,4004,53300,1380
4434,8.170654000,192.168.2.20,192.168.2.99,4004,53300,1380
4435,8.170758000,192.168.2.20,192.168.2.99,4004,53300,1380
4436,8.170860000,192.168.2.20,192.168.2.99,4004,53300,1380
4437,8.170957000,192.168.2.20,192.168.2.99,4004,53300,1380
4438,8.171062000,192.168.2.20,192.168.2.99,4004,53300,1380
4439,8.171167000,192.168.2.20,192.168.2.99,4004,53300,1380
4440,8.171257000,192.168.2.20,192.168.2.99,4004,53300,1380
4441,8.171367000,192.168.2.20,192.168.2.99,4004,53300,1380
4442,8.171460000,192.168.2.20,192.168.2.99,4004,53300,1380
4443,8.171555000,192.168.2.20,192.168.2.99,4004,53300,1380
4444,8.171673000,192.168.2.20,192.168.2.99,4004,53300,1380
4445,8.171781000,192.168.2.20,192.168.2.99,4004,53300,1380
4446,8.171871000,192.168.2.20,192.168.2.99,4004,53300,1380
4447,8.171972000,192.168.2.20,192.168.2.99,4004,53300,1380
4448,8.172072000,192.168.2.20,192.168.2.99,4004,53300,1380
4449,8.172174000,192.168.2.20,192.168.2.99,4004,53300,252
4450,8.188336000,192.168.3.99,192.168.3.20,4004,53300,1380
4451,8.192104000,192.168.3.99,192.168.3.20,4004,53300,1380
4452,8.192242000,192.168.3.20,192.168.3.99,53300,4004,68
4453,8.193448000,192.168.3.99,192.168.3.20,4004,53300,1380
4454,8.194375000,192.168.3.99,192.168.3.20,4004,53300,1380
4455,8.196314000,192.168.3.99,192.168.3.20,4004,53300,1380
4456,8.197559000,192.168.3.99,192.168.3.20,4004,53300,1380
4457,8.198716000,192.168.3.99,192.168.3.20,4004,53300,1380
4458,8.199960000,192.168.3.99,192.168.3.20,4004,53300,1380
4459,8.202783000,192.168.3.99,192.168.3.20,4004,53300,1380
4460,8.204029000,192.168.3.99,192.168.3.20,4004,53300,1380
4461,8.205265000,192.168.3.99,192.168.3.20,4004,53300,1380
4462,8.206441000,192.168.3.99,192.168.3.20,4004,53300,1380
4463,8.207263000,192.168.2.20,192.168.2.99,4004,53300,1380
4464,8.207445000,192.168.2.20,192.168.2.99,4004,53300,1380
4465,8.207545000,192.168.2.20,192.168.2.99,4004,53300,252
4466,8.207624000,192.168.2.20,192.168.2.99,4004,53300,1380
4467,8.207711000,192.168.2.20,192.168.2.99,4004,53300,1380
4468,8.207794000,192.168.2.20,192.168.2.99,4004,53300,1380
4469,8.207883000,192.168.2.20,192.168.2.99,4004,53300,1380
4470,8.207988000,192.168.2.20,192.168.2.99,4004,53300,1380
4471,8.208074000,192.168.2.20,192.168.2.99,4004,53300,1380
4472,8.208165000,192.168.2.20,192.168.2.99,4004,53300,1380
4473,8.208254000,192.168.2.20,192.168.2.99,4004,53300,1380
4474,8.208342000,192.168.2.20,192.168.2.99,4004,53300,1380
4475,8.208432000,192.168.2.20,192.168.2.99,4004,53300,1380
4476,8.208512000,192.168.2.20,192.168.2.99,4004,53300,1380
4477,8.208618000,192.168.2.20,192.168.2.99,4004,53300,1380
4478,8.208848000,192.168.3.99,192.168.3.20,4004,53300,1380
4479,8.210318000,192.168.3.99,192.168.3.20,4004,53300,1380
4480,8.211449000,192.168.3.99,192.168.3.20,4004,53300,1380
4481,8.213001000,192.168.2.99,192.168.2.20,53300,4004,68
4482,8.213175000,192.168.3.99,192.168.3.20,4004,53300,1380
4483,8.213230000,192.168.2.20,192.168.2.99,4004,53300,1380
4484,8.214788000,192.168.2.99,192.168.2.20,53300,4004,72
4485,8.214969000,192.168.2.20,192.168.2.99,4004,53300,1380
4486,8.215459000,192.168.3.99,192.168.3.20,4004,53300,1380
4487,8.216975000,192.168.3.99,192.168.3.20,4004,53300,1380
4488,8.219056000,192.168.3.99,192.168.3.20,4004,53300,1380
4489,8.222326000,192.168.3.99,192.168.3.20,4004,53300,68
4490,8.222461000,192.168.2.99,192.168.2.20,53300,4004,92
4491,8.222551000,192.168.2.20,192.168.2.99,4004,53300,68
4492,8.224676000,192.168.3.99,192.168.3.20,4004,53300,1380
4493,8.226633000,192.168.3.99,192.168.3.20,4004,53300,1380
4494,8.227527000,192.168.3.99,192.168.3.20,4004,53300,1380
4495,8.227874000,192.168.3.99,192.168.3.20,4004,53300,68
4496,8.228989000,192.168.3.99,192.168.3.20,4004,53300,1380
4497,8.229716000,192.168.3.99,192.168.3.20,4004,53300,1380
4498,8.230515000,192.168.3.99,192.168.3.20,4004,53300,1380
4499,8.230718000,192.168.3.20,192.168.3.99,53300,4004,68
4500,8.231192000,192.168.3.99,192.168.3.20,4004,53300,1380
4501,8.231997000,192.168.3.99,192.168.3.20,4004,53300,1380
4502,8.232772000,192.168.3.99,192.168.3.20,4004,53300,1380
4503,8.233565000,192.168.3.99,192.168.3.20,4004,53300,1380
4504,8.234385000,192.168.3.99,192.168.3.20,4004,53300,1380
4505,8.235168000,192.168.3.99,192.168.3.20,4004,53300,1380
4506,8.235900000,192.168.3.99,192.168.3.20,4004,53300,1380
4507,8.236647000,192.168.3.99,192.168.3.20,4004,53300,1380
4508,8.238080000,192.168.3.99,192.168.3.20,4004,53300,1380
4509,8.238277000,192.168.3.20,192.168.3.99,53300,4004,68
4510,8.238339000,192.168.3.20,192.168.3.99,53300,4004,92
4511,8.238744000,192.168.3.99,192.168.3.20,4004,53300,1380
4512,8.239573000,192.168.3.99,192.168.3.20,4004,53300,1380
4513,8.240259000,192.168.3.99,192.168.3.20,4004,53300,1380
4514,8.241000000,192.168.3.99,192.168.3.20,4004,53300,1380
4515,8.241735000,192.168.3.99,192.168.3.20,4004,53300,1380
4516,8.247242000,192.168.3.99,192.168.3.20,4004,53300,1380
4517,8.247510000,192.168.3.99,192.168.3.20,4004,53300,1380
4518,8.247550000,192.168.3.20,192.168.3.99,53300,4004,68
4519,8.247666000,192.168.3.99,192.168.3.20,4004,53300,1380
4520,8.247800000,192.168.3.99,192.168.3.20,4004,53300,1380
4521,8.247923000,192.168.3.99,192.168.3.20,4004,53300,1380
4522,8.248067000,192.168.3.99,192.168.3.20,4004,53300,1380
4523,8.248210000,192.168.3.99,192.168.3.20,4004,53300,1380
4524,8.248360000,192.168.3.99,192.168.3.20,4004,53300,1380
4525,8.249153000,192.168.3.99,192.168.3.20,4004,53300,1380
4526,8.249710000,192.168.2.20,192.168.2.99,4004,53300,1380
4527,8.249942000,192.168.2.20,192.168.2.99,4004,53300,1380
4528,8.250040000,192.168.2.20,192.168.2.99,4004,53300,1380
4529,8.250135000,192.168.2.20,192.168.2.99,4004,53300,1380
4530,8.250227000,192.168.2.20,192.168.2.99,4004,53300,1380
4531,8.250325000,192.168.2.20,192.168.2.99,4004,53300,1380
4532,8.250423000,192.168.2.20,192.168.2.99,4004,53300,1380
4533,8.250518000,192.168.2.20,192.168.2.99,4004,53300,1380
4534,8.250640000,192.168.2.20,192.168.2.99,4004,53300,1380
4535,8.250677000,192.168.3.99,192.168.3.20,4004,53300,1380
4536,8.250743000,192.168.2.20,192.168.2.99,4004,53300,1380
4537,8.250844000,192.168.2.20,192.168.2.99,4004,53300,1380
4538,8.250948000,192.168.2.20,192.168.2.99,4004,53300,1192
4539,8.251795000,192.168.3.99,192.168.3.20,4004,53300,1380
4540,8.251964000,192.168.3.99,192.168.3.20,4004,53300,1380
4541,8.253127000,192.168.3.99,192.168.3.20,4004,53300,1380
4542,8.253986000,192.168.3.99,192.168.3.20,4004,53300,1380
4543,8.254944000,192.168.3.99,192.168.3.20,4004,53300,1380
4544,8.256820000,192.168.3.99,192.168.3.20,4004,53300,1380
4545,8.257017000,192.168.3.20,192.168.3.99,53300,4004,68
4546,8.258143000,192.168.3.99,192.168.3.20,4004,53300,1380
4547,8.259103000,192.168.3.99,192.168.3.20,4004,53300,1380
4548,8.260436000,192.168.2.99,192.168.2.20,53300,4004,92
4549,8.260631000,192.168.2.20,192.168.2.99,4004,53300,68
4550,8.260788000,192.168.3.99,192.168.3.20,4004,53300,1380
4551,8.261514000,192.168.3.99,192.168.3.20,4004,53300,1380
4552,8.262128000,192.168.3.99,192.168.3.20,4004,53300,1380
4553,8.262913000,192.168.3.99,192.168.3.20,4004,53300,1380
4554,8.263940000,192.168.3.99,192.168.3.20,4004,53300,1380
4555,8.264842000,192.168.3.99,192.168.3.20,4004,53300,1380
4556,8.265818000,192.168.3.99,192.168.3.20,4004,53300,1380
