frame.number,frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len
432,7.209183000,192.168.3.20,192.168.3.99,51566,1935,174
433,7.237443000,192.168.2.20,192.168.2.20,47056,1935,80
434,7.237527000,192.168.2.20,192.168.2.20,1935,47056,72
435,7.237575000,192.168.2.20,192.168.2.20,47056,1935,19422
436,7.237636000,192.168.2.20,192.168.2.20,1935,47056,72
437,7.278807000,192.168.2.20,192.168.2.20,47056,1935,80
438,7.278942000,192.168.2.20,192.168.2.20,1935,47056,72
439,7.279006000,192.168.2.20,192.168.2.20,47056,1935,12890
440,7.279090000,192.168.2.20,192.168.2.20,1935,47056,72
441,7.310200000,192.168.2.99,192.168.2.20,51566,1935,174
442,7.310314000,192.168.2.20,192.168.2.99,1935,51566,72
443,7.310399000,192.168.2.20,192.168.2.99,1935,51566,90
444,7.317929000,192.168.2.20,192.168.2.20,47056,1935,80
445,7.318059000,192.168.2.20,192.168.2.20,1935,47056,72
446,7.318136000,192.168.2.20,192.168.2.20,47056,1935,32166
447,7.318255000,192.168.2.20,192.168.2.20,1935,47056,72
448,7.357628000,192.168.2.20,192.168.2.20,47056,1935,80
449,7.357731000,192.168.2.20,192.168.2.20,1935,47056,72
450,7.357769000,192.168.2.20,192.168.2.20,47056,1935,8603
451,7.357815000,192.168.2.20,192.168.2.99,1935,51566,1520
452,7.357851000,192.168.2.20,192.168.2.20,1935,47056,72
453,7.397623000,192.168.2.20,192.168.2.20,47056,1935,80
454,7.397750000,192.168.2.20,192.168.2.20,1935,47056,72
455,7.397788000,192.168.2.20,192.168.2.20,47056,1935,4950
456,7.397848000,192.168.2.20,192.168.2.20,1935,47056,72
457,7.397880000,192.168.2.20,192.168.2.20,47056,1935,9378
458,7.397919000,192.168.2.20,192.168.2.20,1935,47056,72
459,7.411507000,192.168.3.99,192.168.3.20,1935,51566,90
460,7.437898000,192.168.2.20,192.168.2.20,47056,1935,80
461,7.437982000,192.168.2.20,192.168.2.20,1935,47056,72
462,7.438020000,192.168.2.20,192.168.2.20,47056,1935,8996
463,7.438083000,192.168.2.20,192.168.2.20,1935,47056,72
464,7.438132000,192.168.2.20,192.168.2.20,47056,1935,23824
465,7.438179000,192.168.2.20,192.168.2.20,1935,47056,72
466,7.451718000,192.168.3.20,192.168.3.99,51566,1935,72
467,7.458568000,192.168.3.99,192.168.3.20,1935,51566,1520
468,7.458716000,192.168.3.20,192.168.3.99,51566,1935,72
469,7.477576000,192.168.2.20,192.168.2.20,47056,1935,80
470,7.477679000,192.168.2.20,192.168.2.20,1935,47056,72
471,7.477750000,192.168.2.20,192.168.2.20,47056,1935,10150
472,7.477840000,192.168.2.20,192.168.2.20,1935,47056,72
473,7.517258000,192.168.2.20,192.168.2.20,47056,1935,80
474,7.517394000,192.168.2.20,192.168.2.20,1935,47056,72
475,7.517456000,192.168.2.20,192.168.2.20,47056,1935,13431
476,7.517551000,192.168.2.20,192.168.2.20,1935,47056,72
477,7.553008000,192.168.2.99,192.168.2.20,51566,1935,72
478,7.553138000,192.168.2.20,192.168.2.99,1935,51566,1520
479,7.557616000,192.168.2.20,192.168.2.20,47056,1935,80
480,7.557699000,192.168.2.20,192.168.2.20,1935,47056,72
481,7.557734000,192.168.2.20,192.168.2.20,47056,1935,17247
482,7.557793000,192.168.2.20,192.168.2.20,1935,47056,72
483,7.557823000,192.168.2.20,192.168.2.20,47056,1935,17192
484,7.557857000,192.168.2.20,192.168.2.20,1935,47056,72
485,7.559498000,192.168.2.99,192.168.2.20,51566,1935,72
486,7.559583000,192.168.2.20,192.168.2.99,1935,51566,1520
487,7.597361000,192.168.2.20,192.168.2.20,47056,1935,80
488,7.597536000,192.168.2.20,192.168.2.20,1935,47056,72
489,7.597621000,192.168.2.20,192.168.2.20,47056,1935,11450
490,7.597770000,192.168.2.20,192.168.2.20,1935,47056,72
491,7.638166000,192.168.2.20,192.168.2.20,47056,1935,80
492,7.638293000,192.168.2.20,192.168.2.20,1935,47056,72
493,7.638365000,192.168.2.20,192.168.2.20,47056,1935,14283
494,7.638466000,192.168.2.20,192.168.2.20,1935,47056,72
495,7.653825000,192.168.3.99,192.168.3.20,1935,51566,1520
496,7.653935000,192.168.3.20,192.168.3.99,51566,1935,72
497,7.660321000,192.168.3.99,192.168.3.20,1935,51566,1520
498,7.660458000,192.168.3.20,192.168.3.99,51566,1935,72
499,7.676684000,192.168.2.20,192.168.2.20,47056,1935,80
500,7.676850000,192.168.2.20,192.168.2.20,1935,47056,72
501,7.676940000,192.168.2.20,192.168.2.20,47056,1935,32141
502,7.677075000,192.168.2.20,192.168.2.20,1935,47056,72
503,7.717795000,192.168.2.20,192.168.2.20,47056,1935,80
504,7.717871000,192.168.2.20,192.168.2.20,1935,47056,72
505,7.717915000,192.168.2.20,192.168.2.20,47056,1935,9763
506,7.717978000,192.168.2.20,192.168.2.20,1935,47056,72
507,7.755134000,192.168.2.99,192.168.2.20,51566,1935,72
508,7.755314000,192.168.2.20,192.168.2.99,1935,51566,1520
509,7.755344000,192.168.2.20,192.168.2.99,1935,51566,1520
510,7.758125000,192.168.2.20,192.168.2.20,47056,1935,80
511,7.758236000,192.168.2.20,192.168.2.20,1935,47056,72
512,7.758288000,192.168.2.20,192.168.2.20,47056,1935,9033
513,7.758356000,192.168.2.20,192.168.2.20,1935,47056,72
514,7.758392000,192.168.2.20,192.168.2.20,47056,1935,4454
515,7.758429000,192.168.2.20,192.168.2.20,1935,47056,72
516,7.761400000,192.168.2.99,192.168.2.20,51566,1935,72
517,7.761521000,192.168.2.20,192.168.2.99,1935,51566,1474
518,7.798256000,192.168.2.20,192.168.2.20,47056,1935,80
519,7.798340000,192.168.2.20,192.168.2.20,1935,47056,72
520,7.798386000,192.168.2.20,192.168.2.20,47056,1935,20929
521,7.798458000,192.168.2.20,192.168.2.20,1935,47056,72
522,7.798492000,192.168.2.20,192.168.2.20,47056,1935,9673
523,7.798533000,192.168.2.20,192.168.2.20,1935,47056,72
524,7.837584000,192.168.2.20,192.168.2.20,47056,1935,80
525,7.837674000,192.168.2.20,192.168.2.20,1935,47056,72
526,7.837723000,192.168.2.20,192.168.2.20,47056,1935,10141
527,7.837796000,192.168.2.20,192.168.2.20,1935,47056,72
528,7.856056000,192.168.3.99,192.168.3.20,1935,51566,1520
529,7.856158000,192.168.3.20,192.168.3.99,51566,1935,72
530,7.877223000,192.168.2.20,192.168.2.20,47056,1935,80
531,7.877321000,192.168.2.20,192.168.2.20,1935,47056,72
532,7.877377000,192.168.2.20,192.168.2.20,47056,1935,13127
533,7.877463000,192.168.2.20,192.168.2.20,1935,47056,72
534,7.877497000,192.168.2.20,192.168.2.20,47056,1935,1454
535,7.877536000,192.168.2.20,192.168.2.20,1935,47056,72
536,7.918922000,192.168.2.20,192.168.2.20,47056,1935,80
537,7.919033000,192.168.2.20,192.168.2.20,1935,47056,72
538,7.919070000,192.168.2.20,192.168.2.20,47056,1935,809
539,7.919112000,192.168.2.20,192.168.2.20,1935,47056,72
540,7.919154000,192.168.2.20,192.168.2.20,47056,1935,16467
541,7.919228000,192.168.2.20,192.168.2.20,1935,47056,72
542,7.919264000,192.168.2.20,192.168.2.20,47056,1935,12447
543,7.919304000,192.168.2.20,192.168.2.20,1935,47056,72
544,7.956884000,192.168.2.20,192.168.2.20,47056,1935,80
545,7.956956000,192.168.2.20,192.168.2.20,1935,47056,72
546,7.956991000,192.168.2.20,192.168.2.20,47056,1935,11175
547,7.957040000,192.168.2.20,192.168.2.20,1935,47056,72
548,7.957082000,192.168.2.99,192.168.2.20,51566,1935,72
549,7.957166000,192.168.2.20,192.168.2.99,1935,51566,1520
550,7.997331000,192.168.2.20,192.168.2.20,47056,1935,80
551,7.997437000,192.168.2.20,192.168.2.20,1935,47056,72
552,7.997470000,192.168.2.20,192.168.2.20,47056,1935,13165
553,7.997529000,192.168.2.20,192.168.2.20,1935,47056,72
554,7.997553000,192.168.2.20,192.168.2.20,47056,1935,1615
555,7.997578000,192.168.2.20,192.168.2.20,1935,47056,72
556,8.037475000,192.168.2.20,192.168.2.20,47056,1935,80
557,8.037614000,192.168.2.20,192.168.2.20,1935,47056,72
558,8.037717000,192.168.2.20,192.168.2.20,47056,1935,17208
559,8.037913000,192.168.2.20,192.168.2.20,1935,47056,72
560,8.037984000,192.168.2.20,192.168.2.20,47056,1935,11572
561,8.038066000,192.168.2.20,192.168.2.20,1935,47056,72
562,8.057825000,192.168.3.99,192.168.3.20,1935,51566,1520
563,8.057949000,192.168.3.20,192.168.3.99,51566,1935,84
564,8.078118000,192.168.2.20,192.168.2.20,47056,1935,80
565,8.078243000,192.168.2.20,192.168.2.20,1935,47056,72
566,8.078306000,192.168.2.20,192.168.2.20,47056,1935,12424
567,8.078398000,192.168.2.20,192.168.2.20,1935,47056,72
568,8.117927000,192.168.2.20,192.168.2.20,47056,1935,80
569,8.118052000,192.168.2.20,192.168.2.20,1935,47056,72
570,8.118120000,192.168.2.20,192.168.2.20,47056,1935,16469
571,8.118221000,192.168.2.20,192.168.2.20,1935,47056,72
572,8.157903000,192.168.2.20,192.168.2.20,47056,1935,80
573,8.158020000,192.168.2.20,192.168.2.20,1935,47056,72
574,8.158059000,192.168.2.20,192.168.2.20,47056,1935,786
575,8.158101000,192.168.2.20,192.168.2.20,1935,47056,72
576,8.158147000,192.168.2.20,192.168.2.20,47056,1935,16460
577,8.158221000,192.168.2.20,192.168.2.20,1935,47056,72
578,8.158273000,192.168.2.20,192.168.2.20,47056,1935,9925
579,8.158315000,192.168.2.20,192.168.2.20,1935,47056,72
580,8.159032000,192.168.2.99,192.168.2.20,51566,1935,84
581,8.159148000,192.168.2.20,192.168.2.99,1935,51566,1520
582,8.197721000,192.168.2.20,192.168.2.20,47056,1935,80
583,8.197819000,192.168.2.20,192.168.2.20,1935,47056,72
584,8.197856000,192.168.2.20,192.168.2.20,47056,1935,884
585,8.197895000,192.168.2.20,192.168.2.20,1935,47056,72
586,8.197952000,192.168.2.20,192.168.2.20,47056,1935,80
587,8.198005000,192.168.2.20,192.168.2.20,1935,47056,72
588,8.198043000,192.168.2.20,192.168.2.20,47056,1935,16459
589,8.198090000,192.168.2.20,192.168.2.20,1935,47056,72
590,8.198141000,192.168.2.20,192.168.2.20,47056,1935,28751
591,8.198201000,192.168.2.20,192.168.2.20,1935,47056,72
592,8.198239000,192.168.2.20,192.168.2.20,47056,1935,14544
593,8.198303000,192.168.2.20,192.168.2.20,1935,47056,72
594,8.237858000,192.168.2.20,192.168.2.20,47056,1935,80
595,8.238005000,192.168.2.20,192.168.2.20,1935,47056,72
596,8.238084000,192.168.2.20,192.168.2.20,47056,1935,16843
597,8.238192000,192.168.2.20,192.168.2.20,1935,47056,72
598,8.238231000,192.168.2.20,192.168.2.20,47056,1935,20248
599,8.238272000,192.168.2.20,192.168.2.20,1935,47056,72
600,8.259975000,192.168.3.99,192.168.3.20,1935,51566,1520
601,8.260102000,192.168.3.20,192.168.3.99,51566,1935,84
602,8.278297000,192.168.2.20,192.168.2.20,47056,1935,80
603,8.278482000,192.168.2.20,192.168.2.20,1935,47056,72
604,8.278586000,192.168.2.20,192.168.2.20,47056,1935,26357
605,8.278751000,192.168.2.20,192.168.2.20,1935,47056,72
606,8.317396000,192.168.2.20,192.168.2.20,47056,1935,80
607,8.317529000,192.168.2.20,192.168.2.20,1935,47056,72
608,8.317622000,192.168.2.20,192.168.2.20,47056,1935,20748
609,8.317778000,192.168.2.20,192.168.2.20,1935,47056,72
610,8.357473000,192.168.2.20,192.168.2.20,47056,1935,80
611,8.357576000,192.168.2.20,192.168.2.20,1935,47056,72
612,8.357615000,192.168.2.20,192.168.2.20,47056,1935,25431
613,8.357702000,192.168.2.20,192.168.2.20,1935,47056,72
614,8.357734000,192.168.2.20,192.168.2.20,47056,1935,7798
615,8.357764000,192.168.2.20,192.168.2.20,1935,47056,72
616,8.361131000,192.168.2.99,192.168.2.20,51566,1935,84
617,8.361256000,192.168.2.20,192.168.2.99,1935,51566,1474
618,8.361280000,192.168.2.20,192.168.2.99,1935,51566,1520
619,8.397200000,192.168.2.20,192.168.2.20,47056,1935,80
620,8.397308000,192.168.2.20,192.168.2.20,1935,47056,72
621,8.397343000,192.168.2.20,192.168.2.20,47056,1935,15593
622,8.397411000,192.168.2.20,192.168.2.20,1935,47056,72
623,8.437366000,192.168.2.20,192.168.2.20,47056,1935,80
624,8.437510000,192.168.2.20,192.168.2.20,1935,47056,72
625,8.437591000,192.168.2.20,192.168.2.20,47056,1935,20994
626,8.437698000,192.168.2.20,192.168.2.20,1935,47056,72
627,8.461993000,192.168.3.99,192.168.3.20,1935,51566,1474
628,8.462104000,192.168.3.20,192.168.3.99,51566,1935,72
629,8.477816000,192.168.2.20,192.168.2.20,47056,1935,80
630,8.477892000,192.168.2.20,192.168.2.20,1935,47056,72
631,8.477933000,192.168.2.20,192.168.2.20,47056,1935,17209
632,8.478032000,192.168.2.20,192.168.2.20,1935,47056,72
633,8.478076000,192.168.2.20,192.168.2.20,47056,1935,14057
634,8.478116000,192.168.2.20,192.168.2.20,1935,47056,72
635,8.517570000,192.168.2.20,192.168.2.20,47056,1935,80
636,8.517768000,192.168.2.20,192.168.2.20,1935,47056,72
637,8.517812000,192.168.2.20,192.168.2.20,47056,1935,15758
638,8.517879000,192.168.2.20,192.168.2.20,1935,47056,72
639,8.557507000,192.168.2.20,192.168.2.20,47056,1935,80
640,8.557654000,192.168.2.20,192.168.2.20,1935,47056,72
641,8.557707000,192.168.2.20,192.168.2.20,47056,1935,15888
642,8.557793000,192.168.2.20,192.168.2.20,1935,47056,72
643,8.563065000,192.168.2.99,192.168.2.20,51566,1935,72
644,8.563194000,192.168.2.20,192.168.2.99,1935,51566,1520
645,8.597513000,192.168.2.20,192.168.2.20,47056,1935,80
646,8.597653000,192.168.2.20,192.168.2.20,1935,47056,72
647,8.597742000,192.168.2.20,192.168.2.20,47056,1935,25366
648,8.597884000,192.168.2.20,192.168.2.20,1935,47056,72
649,8.597943000,192.168.2.20,192.168.2.20,47056,1935,11171
650,8.598008000,192.168.2.20,192.168.2.20,1935,47056,72
651,8.637860000,192.168.2.20,192.168.2.20,47056,1935,80
652,8.637992000,192.168.2.20,192.168.2.20,1935,47056,72
653,8.638067000,192.168.2.20,192.168.2.20,47056,1935,25434
654,8.638226000,192.168.2.20,192.168.2.20,1935,47056,72
655,8.638299000,192.168.2.20,192.168.2.20,47056,1935,6331
656,8.638379000,192.168.2.20,192.168.2.20,1935,47056,72
657,8.664003000,192.168.3.99,192.168.3.20,1935,51566,1520
658,8.664151000,192.168.3.20,192.168.3.99,51566,1935,84
659,8.677754000,192.168.2.20,192.168.2.20,47056,1935,80
660,8.677891000,192.168.2.20,192.168.2.20,1935,47056,72
661,8.677971000,192.168.2.20,192.168.2.20,47056,1935,18187
662,8.678077000,192.168.2.20,192.168.2.20,1935,47056,72
663,8.718009000,192.168.2.20,192.168.2.20,47056,1935,73
664,8.718193000,192.168.2.20,192.168.2.20,1935,47056,72
665,8.718275000,192.168.2.20,192.168.2.20,47056,1935,20600
666,8.718430000,192.168.2.20,192.168.2.20,1935,47056,72
667,8.757779000,192.168.2.20,192.168.2.20,47056,1935,80
668,8.757875000,192.168.2.20,192.168.2.20,1935,47056,72
669,8.757927000,192.168.2.20,192.168.2.20,47056,1935,4913
670,8.758019000,192.168.2.20,192.168.2.20,1935,47056,72
671,8.758080000,192.168.2.20,192.168.2.20,47056,1935,31530
672,8.758165000,192.168.2.20,192.168.2.20,1935,47056,72
673,8.765338000,192.168.2.99,192.168.2.20,51566,1935,84
674,8.765418000,192.168.2.20,192.168.2.99,1935,51566,1520
675,8.797405000,192.168.2.20,192.168.2.20,47056,1935,80
676,8.797495000,192.168.2.20,192.168.2.20,1935,47056,72
677,8.797525000,192.168.2.20,192.168.2.20,47056,1935,4963
678,8.797582000,192.168.2.20,192.168.2.20,1935,47056,72
679,8.797616000,192.168.2.20,192.168.2.20,47056,1935,15497
680,8.797648000,192.168.2.20,192.168.2.20,1935,47056,72
681,8.837269000,192.168.2.20,192.168.2.20,47056,1935,80
682,8.837536000,192.168.2.20,192.168.2.20,1935,47056,72
683,8.837578000,192.168.2.20,192.168.2.20,47056,1935,15891
684,8.837651000,192.168.2.20,192.168.2.20,1935,47056,72
685,8.877437000,192.168.2.20,192.168.2.20,47056,1935,80
686,8.877531000,192.168.2.20,192.168.2.20,1935,47056,72
687,8.877583000,192.168.2.20,192.168.2.20,47056,1935,21327
688,8.877670000,192.168.2.20,192.168.2.20,1935,47056,72
689,8.877726000,192.168.2.20,192.168.2.20,47056,1935,6101
690,8.877776000,192.168.2.20,192.168.2.20,1935,47056,72
691,8.918119000,192.168.2.20,192.168.2.20,47056,1935,80
692,8.918246000,192.168.2.20,192.168.2.20,1935,47056,72
693,8.918310000,192.168.2.20,192.168.2.20,47056,1935,14086
694,8.918421000,192.168.2.20,192.168.2.20,1935,47056,72
695,8.957306000,192.168.2.20,192.168.2.20,47056,1935,80
696,8.957436000,192.168.2.20,192.168.2.20,1935,47056,72
697,8.957503000,192.168.2.20,192.168.2.20,47056,1935,19040
698,8.957616000,192.168.2.20,192.168.2.20,1935,47056,72
699,8.997426000,192.168.2.20,192.168.2.20,47056,1935,80
700,8.997511000,192.168.2.20,192.168.2.20,1935,47056,72
701,8.997551000,192.168.2.20,192.168.2.20,47056,1935,25389
702,8.997636000,192.168.2.20,192.168.2.20,1935,47056,72
703,8.997702000,192.168.2.20,192.168.2.20,47056,1935,3772
704,8.997764000,192.168.2.20,192.168.2.20,1935,47056,72
705,9.037287000,192.168.2.20,192.168.2.20,47056,1935,80
706,9.037371000,192.168.2.20,192.168.2.20,1935,47056,72
707,9.037418000,192.168.2.20,192.168.2.20,47056,1935,16043
708,9.037497000,192.168.2.20,192.168.2.20,1935,47056,72
709,9.077357000,192.168.2.20,192.168.2.20,47056,1935,80
710,9.077489000,192.168.2.20,192.168.2.20,1935,47056,72
711,9.077573000,192.168.2.20,192.168.2.20,47056,1935,25426
712,9.077744000,192.168.2.20,192.168.2.20,1935,47056,72
713,9.077793000,192.168.2.20,192.168.2.20,47056,1935,977
714,9.077828000,192.168.2.20,192.168.2.20,1935,47056,72
715,9.117462000,192.168.2.20,192.168.2.20,47056,1935,80
716,9.117589000,192.168.2.20,192.168.2.20,1935,47056,72
717,9.117641000,192.168.2.20,192.168.2.20,47056,1935,4555
718,9.117802000,192.168.2.20,192.168.2.20,1935,47056,72
719,9.117820000,192.168.2.20,192.168.2.20,47056,1935,62920
720,9.117868000,192.168.2.20,192.168.2.20,47056,1935,2776
721,9.117903000,192.168.2.20,192.168.2.20,1935,47056,72
722,9.117943000,192.168.2.20,192.168.2.20,47056,1935,13166
723,9.117989000,192.168.2.20,192.168.2.20,1935,47056,72
724,9.157558000,192.168.2.20,192.168.2.20,47056,1935,80
725,9.157686000,192.168.2.20,192.168.2.20,1935,47056,72
726,9.157778000,192.168.2.20,192.168.2.20,47056,1935,42840
727,9.157844000,192.168.2.20,192.168.2.20,1935,47056,72
728,9.197297000,192.168.2.20,192.168.2.20,47056,1935,80
729,9.197432000,192.168.2.20,192.168.2.20,1935,47056,72
730,9.197514000,192.168.2.20,192.168.2.20,47056,1935,16166
731,9.197583000,192.168.2.20,192.168.2.20,1935,47056,72
732,9.238509000,192.168.2.20,192.168.2.20,47056,1935,80
733,9.238632000,192.168.2.20,192.168.2.20,1935,47056,72
734,9.238712000,192.168.2.20,192.168.2.20,47056,1935,15371
735,9.238774000,192.168.2.20,192.168.2.20,1935,47056,72
736,9.277857000,192.168.2.20,192.168.2.20,47056,1935,80
737,9.277989000,192.168.2.20,192.168.2.20,1935,47056,72
738,9.278067000,192.168.2.20,192.168.2.20,47056,1935,25395
739,9.278124000,192.168.2.20,192.168.2.20,1935,47056,72
740,9.278174000,192.168.2.20,192.168.2.20,47056,1935,73
741,9.278232000,192.168.2.20,192.168.2.20,1935,47056,72
742,9.278293000,192.168.2.20,192.168.2.20,47056,1935,13796
743,9.278347000,192.168.2.20,192.168.2.20,1935,47056,72
744,9.318062000,192.168.2.20,192.168.2.20,47056,1935,80
745,9.318149000,192.168.2.20,192.168.2.20,1935,47056,72
746,9.318182000,192.168.2.20,192.168.2.20,47056,1935,14322
747,9.318209000,192.168.2.20,192.168.2.20,1935,47056,72
748,9.357525000,192.168.2.20,192.168.2.20,47056,1935,80
749,9.357626000,192.168.2.20,192.168.2.20,1935,47056,72
750,9.357655000,192.168.2.20,192.168.2.20,47056,1935,816
751,9.357680000,192.168.2.20,192.168.2.20,1935,47056,72
752,9.357756000,192.168.2.20,192.168.2.20,47056,1935,12362
753,9.357829000,192.168.2.20,192.168.2.20,1935,47056,72
754,9.357909000,192.168.2.20,192.168.2.20,47056,1935,73
755,9.357979000,192.168.2.20,192.168.2.20,1935,47056,72
756,9.358005000,192.168.2.20,192.168.2.20,47056,1935,3008
757,9.358029000,192.168.2.20,192.168.2.20,1935,47056,72
758,9.396500000,192.168.2.20,192.168.2.20,47056,1935,80
759,9.396635000,192.168.2.20,192.168.2.20,1935,47056,72
760,9.396740000,192.168.2.20,192.168.2.20,47056,1935,46250
761,9.396814000,192.168.2.20,192.168.2.20,1935,47056,72
762,9.418736000,192.168.2.20,192.168.2.99,1935,51566,1520
763,9.437746000,192.168.2.20,192.168.2.20,47056,1935,80
764,9.437827000,192.168.2.20,192.168.2.20,1935,47056,72
765,9.437862000,192.168.2.20,192.168.2.20,47056,1935,9021
766,9.437894000,192.168.2.20,192.168.2.20,1935,47056,72
767,9.437932000,192.168.2.20,192.168.2.20,47056,1935,23476
768,9.437957000,192.168.2.20,192.168.2.20,1935,47056,72
769,9.480514000,192.168.2.20,192.168.2.20,47056,1935,80
770,9.480598000,192.168.2.20,192.168.2.20,1935,47056,72
771,9.480635000,192.168.2.20,192.168.2.20,47056,1935,14515
772,9.480662000,192.168.2.20,192.168.2.20,1935,47056,72
773,9.517671000,192.168.2.20,192.168.2.20,47056,1935,80
774,9.517790000,192.168.2.20,192.168.2.20,1935,47056,72
775,9.517834000,192.168.2.20,192.168.2.20,47056,1935,4957
776,9.517874000,192.168.2.20,192.168.2.20,1935,47056,72
777,9.517912000,192.168.2.20,192.168.2.20,47056,1935,8174
778,9.517992000,192.168.2.20,192.168.2.20,1935,47056,72
779,9.519608000,192.168.3.99,192.168.3.20,1935,51566,1520
780,9.519750000,192.168.3.20,192.168.3.99,51566,1935,72
781,9.557549000,192.168.2.20,192.168.2.20,47056,1935,80
782,9.557677000,192.168.2.20,192.168.2.20,1935,47056,72
783,9.557745000,192.168.2.20,192.168.2.20,47056,1935,16836
784,9.557829000,192.168.2.20,192.168.2.20,1935,47056,72
785,9.557862000,192.168.2.20,192.168.2.20,47056,1935,20930
786,9.557898000,192.168.2.20,192.168.2.20,1935,47056,72
787,9.597516000,192.168.2.20,192.168.2.20,47056,1935,80
788,9.597608000,192.168.2.20,192.168.2.20,1935,47056,72
789,9.597666000,192.168.2.20,192.168.2.20,47056,1935,15555
790,9.597785000,192.168.2.20,192.168.2.20,1935,47056,72
791,9.620733000,192.168.2.99,192.168.2.20,51566,1935,72
792,9.620847000,192.168.2.20,192.168.2.99,1935,51566,1520
793,9.620873000,192.168.2.20,192.168.2.99,1935,51566,1520
794,9.637526000,192.168.2.20,192.168.2.20,47056,1935,80
795,9.637631000,192.168.2.20,192.168.2.20,1935,47056,72
796,9.637683000,192.168.2.20,192.168.2.20,47056,1935,9021
797,9.637755000,192.168.2.20,192.168.2.20,1935,47056,72
798,9.637837000,192.168.2.20,192.168.2.20,47056,1935,4168
799,9.637878000,192.168.2.20,192.168.2.20,1935,47056,72
800,9.637912000,192.168.2.20,192.168.2.20,47056,1935,73
801,9.637961000,192.168.2.20,192.168.2.20,1935,47056,72
802,9.637992000,192.168.2.20,192.168.2.20,47056,1935,3912
803,9.638021000,192.168.2.20,192.168.2.20,1935,47056,72
804,9.676766000,192.168.2.20,192.168.2.20,47056,1935,80
805,9.676912000,192.168.2.20,192.168.2.20,1935,47056,72
806,9.676957000,192.168.2.20,192.168.2.20,47056,1935,20958
807,9.677035000,192.168.2.20,192.168.2.20,1935,47056,72
808,9.677066000,192.168.2.20,192.168.2.20,47056,1935,17887
809,9.677101000,192.168.2.20,192.168.2.20,1935,47056,72
810,9.717600000,192.168.2.20,192.168.2.20,47056,1935,80
811,9.717680000,192.168.2.20,192.168.2.20,1935,47056,72
812,9.717735000,192.168.2.20,192.168.2.20,47056,1935,14971
813,9.717826000,192.168.2.20,192.168.2.20,1935,47056,72
814,9.721659000,192.168.3.99,192.168.3.20,1935,51566,1520
815,9.721817000,192.168.3.20,192.168.3.99,51566,1935,72
816,9.757666000,192.168.2.20,192.168.2.20,47056,1935,80
817,9.757771000,192.168.2.20,192.168.2.20,1935,47056,72
818,9.757814000,192.168.2.20,192.168.2.20,47056,1935,15973
819,9.757894000,192.168.2.20,192.168.2.20,1935,47056,72
820,9.797182000,192.168.2.20,192.168.2.20,47056,1935,80
821,9.797273000,192.168.2.20,192.168.2.20,1935,47056,72
822,9.797314000,192.168.2.20,192.168.2.20,47056,1935,17171
823,9.797398000,192.168.2.20,192.168.2.20,1935,47056,72
824,9.797447000,192.168.2.20,192.168.2.20,47056,1935,18558
825,9.797495000,192.168.2.20,192.168.2.20,1935,47056,72
826,9.823079000,192.168.2.99,192.168.2.20,51566,1935,72
827,9.823240000,192.168.2.20,192.168.2.99,1935,51566,1520
828,9.837664000,192.168.2.20,192.168.2.20,47056,1935,80
829,9.837756000,192.168.2.20,192.168.2.20,1935,47056,72
830,9.837806000,192.168.2.20,192.168.2.20,47056,1935,14030
831,9.837898000,192.168.2.20,192.168.2.20,1935,47056,72
832,9.877242000,192.168.2.20,192.168.2.20,47056,1935,80
833,9.877361000,192.168.2.20,192.168.2.20,1935,47056,72
834,9.877401000,192.168.2.20,192.168.2.20,47056,1935,16269
835,9.877477000,192.168.2.20,192.168.2.20,1935,47056,72
836,9.917922000,192.168.2.20,192.168.2.20,47056,1935,80
837,9.918048000,192.168.2.20,192.168.2.20,1935,47056,72
838,9.918123000,192.168.2.20,192.168.2.20,47056,1935,33278
839,9.918247000,192.168.2.20,192.168.2.20,1935,47056,72
840,9.924048000,192.168.3.99,192.168.3.20,1935,51566,1520
841,9.924171000,192.168.3.20,192.168.3.99,51566,1935,84
842,9.957750000,192.168.2.20,192.168.2.20,47056,1935,80
843,9.957837000,192.168.2.20,192.168.2.20,1935,47056,72
844,9.957879000,192.168.2.20,192.168.2.20,47056,1935,13979
845,9.957960000,192.168.2.20,192.168.2.20,1935,47056,72
846,9.997864000,192.168.2.20,192.168.2.20,47056,1935,80
847,9.997946000,192.168.2.20,192.168.2.20,1935,47056,72
848,9.997989000,192.168.2.20,192.168.2.20,47056,1935,17240
849,9.998073000,192.168.2.20,192.168.2.20,1935,47056,72
850,9.998113000,192.168.2.20,192.168.2.20,47056,1935,19537
851,9.998158000,192.168.2.20,192.168.2.20,1935,47056,72
852,10.025662000,192.168.2.99,192.168.2.20,51566,1935,84
853,10.025831000,192.168.2.20,192.168.2.99,1935,51566,1520
854,10.038119000,192.168.2.20,192.168.2.20,47056,1935,80
855,10.038215000,192.168.2.20,192.168.2.20,1935,47056,72
856,10.038273000,192.168.2.20,192.168.2.20,47056,1935,14362
857,10.038358000,192.168.2.20,192.168.2.20,1935,47056,72
858,10.077635000,192.168.2.20,192.168.2.20,47056,1935,80
859,10.077723000,192.168.2.20,192.168.2.20,1935,47056,72
860,10.077769000,192.168.2.20,192.168.2.20,47056,1935,17233
861,10.077861000,192.168.2.20,192.168.2.20,1935,47056,72
862,10.077901000,192.168.2.20,192.168.2.20,47056,1935,21140
